,5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
0,2017-09-18 00:00:00,8,71.9,10,69.7,8,62.7,26,68.2,3,100,0
1,2017-09-18 00:05:00,8,71.9,9,69.7,9,63,26,68.1,3,100,0
2,2017-09-18 00:10:00,11,71.9,14,69.7,12,64.6,37,68.7,3,100,0
3,2017-09-18 00:15:00,4,71.9,12,69.7,4,62.8,20,68.8,3,100,0
4,2017-09-18 00:20:00,5,71.8,12,69.7,5,61.8,22,68.4,3,100,0
5,2017-09-18 00:25:00,8,71.7,10,69.6,10,59,28,66.4,3,100,0
6,2017-09-18 00:30:00,5,72.1,13,69.7,6,60.1,24,67.8,3,100,0
7,2017-09-18 00:35:00,2,71.9,12,69.6,6,60,20,67,3,100,0
8,2017-09-18 00:40:00,0,71.9,5,69.6,6,60.6,11,64.7,3,100,0
9,2017-09-18 00:45:00,6,71.9,13,69.7,10,61.1,29,67.2,3,100,0
10,2017-09-18 00:50:00,0,71.9,9,69.6,6,61.7,15,66.4,3,100,0
11,2017-09-18 00:55:00,8,71.9,9,69.4,8,63.1,25,68.2,3,100,0
12,2017-09-18 01:00:00,0,71.9,7,69.6,9,64,16,66.5,3,100,0
13,2017-09-18 01:05:00,5,72,8,69.3,8,63.5,21,67.7,3,100,0
14,2017-09-18 01:10:00,3,72,9,69.3,11,63.4,23,66.8,3,100,0
15,2017-09-18 01:15:00,2,71.9,7,69.5,6,34.5,15,55.8,3,100,0
16,2017-09-18 01:20:00,1,71.9,7,69.7,7,47.3,15,59.4,3,100,0
17,2017-09-18 01:25:00,4,71.8,11,69.8,12,55.4,27,63.7,3,100,0
18,2017-09-18 01:30:00,4,72.1,4,69.7,6,58.9,14,65.8,3,100,0
19,2017-09-18 01:35:00,3,71.9,12,69.7,11,61.4,26,66.4,3,100,0
20,2017-09-18 01:40:00,1,72,10,69.8,1,61.8,12,69.3,3,100,0
21,2017-09-18 01:45:00,3,72,6,69.8,7,62.7,16,67.1,3,100,0
22,2017-09-18 01:50:00,2,71.9,5,69.9,10,63.8,17,66.5,3,100,0
23,2017-09-18 01:55:00,2,71.9,7,70,10,64.5,19,67.3,3,100,0
24,2017-09-18 02:00:00,1,71.9,9,69.9,4,63.2,14,68.1,3,100,0
25,2017-09-18 02:05:00,2,71.9,7,69.8,5,63.2,14,67.7,3,100,0
26,2017-09-18 02:10:00,4,71.6,11,69.8,8,64.1,23,68.1,3,100,0
27,2017-09-18 02:15:00,3,71.8,11,69.6,10,64.2,24,67.6,3,100,0
28,2017-09-18 02:20:00,2,71.9,1,69.7,2,63.1,5,67.9,3,100,0
29,2017-09-18 02:25:00,2,72,12,69.5,6,63.3,20,67.9,3,100,0
30,2017-09-18 02:30:00,3,72,6,69.6,7,60.4,16,66,3,100,0
31,2017-09-18 02:35:00,1,71.8,6,69.6,8,61.1,15,65.2,3,100,0
32,2017-09-18 02:40:00,2,71.9,4,69.6,9,62.7,15,65.8,3,100,0
33,2017-09-18 02:45:00,3,71.8,6,69.6,11,62.1,20,65.8,3,100,0
34,2017-09-18 02:50:00,0,71.8,8,69.8,11,60.8,19,64.6,3,100,0
35,2017-09-18 02:55:00,3,71.9,6,69.6,13,58.7,22,63.5,3,100,0
36,2017-09-18 03:00:00,2,71.9,7,69.8,9,61.5,18,65.9,3,100,0
37,2017-09-18 03:05:00,4,71.9,6,69.8,7,34.9,17,55.9,3,100,0
38,2017-09-18 03:10:00,5,71.9,12,69.4,8,46.1,25,62.4,3,100,0
39,2017-09-18 03:15:00,5,72.1,10,68.9,11,51.2,26,62,3,100,0
40,2017-09-18 03:20:00,1,71.9,3,69.3,10,56.9,14,60.6,3,100,0
41,2017-09-18 03:25:00,3,71.9,11,69.6,14,62.9,28,66.5,3,100,0
42,2017-09-18 03:30:00,4,72,14,69.7,11,60.3,29,66.5,3,100,0
