5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
2/05/2018 0:00,9,69.3,24,64.7,33,66,2,0,0
2/05/2018 0:05,10,69.4,26,64.8,36,66.1,2,0,0
2/05/2018 0:10,8,69.3,24,64.7,32,65.9,2,0,0
2/05/2018 0:15,11,69.4,26,64.8,37,66.2,2,0,0
2/05/2018 0:20,8,69.3,24,64.7,32,65.8,2,0,0
2/05/2018 0:25,13,69.3,21,64.7,34,66.4,2,0,0
2/05/2018 0:30,8,69.3,23,64.7,31,65.9,2,0,0
2/05/2018 0:35,8,69.1,23,64.5,31,65.7,2,0,0
2/05/2018 0:40,9,69.2,24,64.6,33,65.9,2,0,0
2/05/2018 0:45,7,69.3,22,64.7,29,65.8,2,0,0
2/05/2018 0:50,8,69.4,23,64.7,31,65.9,2,0,0
2/05/2018 0:55,6,69.3,21,64.7,27,65.7,2,0,0
2/05/2018 1:00,7,69.4,22,64.8,29,65.9,2,0,0
2/05/2018 1:05,10,69.4,20,64.8,30,66.3,2,0,0
2/05/2018 1:10,9,69.2,24,64.6,33,65.9,2,0,0
2/05/2018 1:15,6,69.3,21,64.7,27,65.7,2,0,0
2/05/2018 1:20,5,69.3,21,64.7,26,65.5,2,0,0
2/05/2018 1:25,7,69.3,22,64.7,29,65.8,2,0,0
2/05/2018 1:30,6,69.3,21,64.7,27,65.7,2,0,0
2/05/2018 1:35,5,69.3,20,64.7,25,65.7,2,0,0
2/05/2018 1:40,4,69.3,19,64.7,23,65.5,2,0,0
2/05/2018 1:45,8,69.4,24,64.8,32,65.9,2,0,0
2/05/2018 1:50,6,69.2,21,64.6,27,65.6,2,0,0
2/05/2018 1:55,10,69.1,20,64.4,30,66,2,0,0
2/05/2018 2:00,11,69,21,64.4,32,66,2,0,0
2/05/2018 2:05,5,69.1,21,64.5,26,65.4,2,0,0
2/05/2018 2:10,8,69.1,23,64.5,31,65.7,2,0,0
2/05/2018 2:15,6,69,21,64.4,27,65.4,2,0,0
2/05/2018 2:20,6,69.1,21,64.5,27,65.5,2,0,0
2/05/2018 2:25,8,69.3,23,64.7,31,65.8,2,0,0
2/05/2018 2:30,7,69.2,22,64.6,29,65.7,2,0,0
2/05/2018 2:35,7,69.2,22,64.6,29,65.7,2,0,0
2/05/2018 2:40,9,69.3,24,64.7,33,66,2,0,0
2/05/2018 2:45,11,69.4,26,64.8,37,66.2,2,0,0
2/05/2018 2:50,7,69.4,22,64.8,29,65.9,2,0,0
2/05/2018 2:55,8,69.3,23,64.7,31,65.9,2,0,0
2/05/2018 3:00,8,69.4,24,64.8,32,65.9,2,0,0
