5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
1/08/2018 0:00,19,71.9,9,69.7,1,62.7,29,70.9,3,100,0
1/08/2018 0:05,17,71.9,22,68.4,1,62.8,40,69.7,3,100,0
1/08/2018 0:10,5,71.8,8,69,7,62.7,20,67.5,3,100,0
1/08/2018 0:15,11,71.9,16,69.4,4,62.6,31,69.4,3,100,0
1/08/2018 0:20,9,72,12,69.6,3,62.6,24,69.6,3,100,0
1/08/2018 0:25,16,72,11,69.7,4,62.4,31,69.9,3,100,0
1/08/2018 0:30,8,71.9,14,69.1,1,62.7,23,69.8,3,100,0
1/08/2018 0:35,10,71.5,9,69.4,2,62.8,21,69.8,3,100,0
1/08/2018 0:40,10,71.6,15,69,1,62.8,26,69.8,3,100,0
1/08/2018 0:45,6,71.8,10,69.3,1,62.6,17,69.8,3,100,0
1/08/2018 0:50,7,71.8,9,69.4,7,62.6,23,68.1,3,100,0
1/08/2018 0:55,11,71.9,8,69.6,3,62.2,22,69.7,3,100,0
1/08/2018 1:00,5,71.8,4,69.6,1,62.4,10,70,3,100,0
1/08/2018 1:05,7,71.9,11,69.6,2,62.5,20,69.7,3,100,0
1/08/2018 1:10,9,71,9,69.7,2,62.4,20,69.6,3,100,0
1/08/2018 1:15,3,71.2,9,69.6,3,62.4,15,68.5,3,100,0
1/08/2018 1:20,3,71.5,7,69.7,2,62.4,12,68.9,3,100,0
1/08/2018 1:25,10,71.4,4,69.7,0,62.4,14,70.9,3,100,0
1/08/2018 1:30,5,71.4,6,69.6,1,62.5,12,69.8,3,100,0
1/08/2018 1:35,5,71.6,5,69.5,2,62.7,12,69.2,3,100,0
1/08/2018 1:40,8,71.4,8,68.2,1,62.6,17,69.4,3,100,0
1/08/2018 1:45,4,71.5,7,68.3,1,62.6,12,68.9,3,100,0
1/08/2018 1:50,8,71.1,4,68.9,1,62.6,13,69.8,3,100,0
1/08/2018 1:55,8,71.5,8,69.3,0,62.6,16,70.4,3,100,0
1/08/2018 2:00,0,71.5,3,69.2,2,62.6,5,66.6,3,100,0
1/08/2018 2:05,6,71.5,6,69.4,0,62.6,12,70.4,3,100,0
1/08/2018 2:10,1,71.6,11,69.3,2,62.7,14,68.5,3,100,0
1/08/2018 2:15,6,71.8,5,69.6,2,62.5,13,69.5,3,100,0
1/08/2018 2:20,6,71.8,6,69.5,2,62.6,14,69.5,3,100,0
1/08/2018 2:25,7,71.6,9,67.9,2,62.6,18,68.8,3,100,0
1/08/2018 2:30,3,71.7,6,68.7,2,62.3,11,68.4,3,100,0
1/08/2018 2:35,1,71.7,5,69,3,62.4,9,67.1,3,100,0
