5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
2/05/2018 0:00,12,71.9,13,69.7,2,62.7,27,70.2,3,100,0
2/05/2018 0:05,15,71.8,14,69.8,4,62.8,33,69.9,3,100,0
2/05/2018 0:10,7,71.9,9,69.8,4,62.5,20,69.1,3,100,0
2/05/2018 0:15,10,71.2,14,70,5,62.6,29,69.1,3,100,0
2/05/2018 0:20,9,71.5,7,69.7,7,62.5,23,68.2,3,100,0
2/05/2018 0:25,12,71.6,8,69.7,0,62.5,20,70.8,3,100,0
2/05/2018 0:30,11,71.8,10,69.7,2,62.5,23,70.1,3,100,0
2/05/2018 0:35,8,71.6,11,69.2,1,62.6,20,69.8,3,100,0
2/05/2018 0:40,11,72,11,69.6,3,62.5,25,69.8,3,100,0
2/05/2018 0:45,8,71.9,7,69.7,3,62.6,18,69.5,3,100,0
2/05/2018 0:50,11,71.9,9,69.9,3,62.5,23,69.9,3,100,0
2/05/2018 0:55,5,71.9,7,69.7,1,62.6,13,70,3,100,0
2/05/2018 1:00,8,72,6,69.7,3,62.8,17,69.6,3,100,0
2/05/2018 1:05,6,72,5,69.7,0,62.8,11,71,3,100,0
2/05/2018 1:10,3,72.1,12,69.3,1,62.8,16,69.4,3,100,0
2/05/2018 1:15,8,71.9,5,69.5,2,62.8,15,69.9,3,100,0
2/05/2018 1:20,7,72,5,69.5,1,62.7,13,70.3,3,100,0
2/05/2018 1:25,6,71.7,8,69.4,1,62.8,15,69.9,3,100,0
2/05/2018 1:30,7,71.7,6,69.7,2,62.6,15,69.7,3,100,0
2/05/2018 1:35,1,71.9,4,69.6,1,62.8,6,68.8,3,100,0
2/05/2018 1:40,6,71.9,2,69.6,1,62.7,9,70.4,3,100,0
2/05/2018 1:45,2,72,9,69.7,4,62.8,15,68.2,3,100,0
2/05/2018 1:50,6,71.9,6,69.4,1,62.6,13,70,3,100,0
2/05/2018 1:55,2,71.9,4,69,0,62.6,6,70,3,100,0
2/05/2018 2:00,4,72.2,6,68.9,0,62.6,10,70.2,3,100,0
2/05/2018 2:05,5,72.1,5,69.2,1,62.6,11,69.9,3,100,0
2/05/2018 2:10,7,72.1,11,69.2,1,62.5,19,69.9,3,100,0
2/05/2018 2:15,3,71.9,7,68.9,1,62.5,11,69.1,3,100,0
2/05/2018 2:20,2,72,6,69.3,1,62.4,9,69.1,3,100,0
2/05/2018 2:25,5,71.9,10,69.5,2,62.7,17,69.4,3,100,0
2/05/2018 2:30,5,71.4,6,69.6,4,62.5,15,68.3,3,100,0
2/05/2018 2:35,6,71.7,6,69.6,4,62.5,16,68.6,3,100,0
2/05/2018 2:40,7,71.1,10,69.5,4,62.8,21,68.8,3,100,0
2/05/2018 2:45,5,71.6,13,69.7,6,62.9,24,68.4,3,100,0
2/05/2018 2:50,9,71.9,8,69.7,2,62.9,19,70,3,100,0
2/05/2018 2:55,8,71.2,7,69.6,5,62.8,20,68.5,3,100,0
2/05/2018 3:00,8,71.3,9,69.8,4,62.7,21,69,3,100,0
2/05/2018 3:05,4,71.7,9,69.9,6,62.7,19,68,3,100,0
2/05/2018 3:10,8,71.9,13,69.3,5,62.5,26,68.8,3,100,0
2/05/2018 3:15,8,67.7,4,69.5,2,62.8,14,67.5,3,100,0
2/05/2018 3:20,6,69.4,5,69.8,2,62.7,13,68.5,3,100,0
2/05/2018 3:25,6,70.2,6,69.7,8,62.5,20,67,3,100,0
2/05/2018 3:30,5,71.1,15,69.8,7,62.6,27,68.2,3,100,0
2/05/2018 3:35,7,71.9,14,70,10,62.8,31,68.1,3,100,0
2/05/2018 3:40,11,72.3,14,70.1,9,62.6,34,68.8,3,100,0
2/05/2018 3:45,8,71.9,16,70,11,62.8,35,68.2,3,100,0
2/05/2018 3:50,9,72.1,15,70,16,62.6,40,67.5,3,100,0
2/05/2018 3:55,4,71.5,16,69.9,9,62.3,29,67.8,3,100,0
2/05/2018 4:00,7,71.8,15,69.7,14,62.7,36,67.4,3,100,0
2/05/2018 4:05,10,71.4,15,69.6,14,62.7,39,67.6,3,100,0
2/05/2018 4:10,10,71.8,30,69.8,17,62.7,57,68,3,100,0
2/05/2018 4:15,9,72.1,21,69.9,24,63,54,67.2,3,100,0
2/05/2018 4:20,14,72.4,26,70.2,19,62.9,59,68.4,3,100,0
2/05/2018 4:25,18,71.9,35,68.4,36,62.1,89,66.6,3,100,0
2/05/2018 4:30,13,71.9,35,69.5,24,62.1,72,67.5,3,100,0
2/05/2018 4:35,16,72.1,40,69.2,31,61.6,87,67,3,100,0
2/05/2018 4:40,23,71.8,46,70.6,43,62.9,112,67.9,3,100,0
2/05/2018 4:45,21,71.6,36,69.8,56,62.8,113,66.7,3,100,0
2/05/2018 4:50,19,71.7,43,71.4,49,63.3,111,67.9,3,100,0
2/05/2018 4:55,16,72.4,36,72,48,63.3,100,67.9,3,100,0
2/05/2018 5:00,15,72.6,51,69.8,48,62.5,114,67.1,3,100,0
2/05/2018 5:05,18,72.2,41,70.9,51,63.3,110,67.6,3,100,0
2/05/2018 5:10,26,68.4,48,71.1,58,61.6,132,66.4,3,100,0
2/05/2018 5:15,35,70.7,54,68.7,68,64.2,157,67.2,3,100,0
2/05/2018 5:20,32,72.9,59,68.4,79,63.1,170,66.8,3,100,0
2/05/2018 5:25,28,72.7,54,70.3,91,63,173,66.8,3,100,0
2/05/2018 5:30,28,73.1,52,70.3,86,62,166,66.5,3,100,0
2/05/2018 5:35,31,70.4,59,70.2,86,61.6,176,66,3,100,0
2/05/2018 5:40,41,72.9,71,70.8,103,61.3,215,66.6,3,100,0
2/05/2018 5:45,38,73.6,59,69.3,87,62.2,184,66.8,3,100,0
2/05/2018 5:50,51,75.7,64,69.8,94,60.6,209,67.1,3,100,0
2/05/2018 5:55,36,72.8,63,69.4,88,61.4,187,66.3,3,100,0
2/05/2018 6:00,41,69.9,62,66.6,94,62.1,197,65.1,3,100,0
2/05/2018 6:05,28,70.8,56,69.5,67,61.1,151,66,3,100,0
2/05/2018 6:10,30,70.9,67,68.8,105,61.5,202,65.3,3,100,0
2/05/2018 6:15,44,72.6,65,63.7,113,60,222,63.6,3,100,0
2/05/2018 6:20,41,73.1,78,63.6,86,60,205,64,3,100,0
2/05/2018 6:25,41,70.1,65,67.7,103,60.2,209,64.5,3,100,0
2/05/2018 6:30,39,67.7,62,65.4,105,60.6,206,63.4,3,100,0
2/05/2018 6:35,40,66.2,73,64.6,113,60.9,226,63,3,100,0
2/05/2018 6:40,42,70.7,64,69.3,99,61.4,205,65.8,3,100,0
2/05/2018 6:45,55,69.5,88,67.2,115,61.2,258,65,3,100,0
2/05/2018 6:50,52,72.8,72,65.5,120,60.9,244,64.8,3,100,0
2/05/2018 6:55,58,72.6,71,67.7,89,61.6,218,66.5,3,100,0
2/05/2018 7:00,57,73.2,83,68.7,100,60.8,240,66.5,3,100,0
2/05/2018 7:05,61,73.5,80,70.5,99,62.2,240,67.8,3,100,0
2/05/2018 7:10,52,72.8,84,71.3,119,62.5,255,67.5,3,100,0
2/05/2018 7:15,43,70,86,71.2,110,63.1,239,67.3,3,100,0
2/05/2018 7:20,64,69.8,84,71.4,126,62.6,274,67,3,100,0
2/05/2018 7:25,72,69.8,77,70.8,107,61.6,256,66.7,3,100,0
2/05/2018 7:30,60,71.2,74,67.7,117,60.5,251,65.2,3,100,0
2/05/2018 7:35,72,71.7,84,67.2,102,61.7,258,66.3,3,100,0
2/05/2018 7:40,70,73.3,79,69,118,61.2,267,66.7,3,100,0
2/05/2018 7:45,71,74.8,80,66.5,101,60.3,252,66.4,3,100,0
2/05/2018 7:50,75,75.9,84,69.4,98,62.2,257,68.6,3,100,0
2/05/2018 7:55,63,74.7,59,67.3,72,62.5,194,67.9,3,100,0
2/05/2018 8:00,86,74.5,73,66.1,122,61.7,281,66.8,3,100,0
2/05/2018 8:05,85,69.4,83,67.9,105,60.6,273,65.6,3,100,0
2/05/2018 8:10,81,71,75,66.4,105,60.8,261,65.6,3,100,0
2/05/2018 8:15,78,69.5,81,65.9,107,61.3,266,65.1,3,100,0
2/05/2018 8:20,85,68.9,77,65,108,60,270,64.2,3,100,0
2/05/2018 8:25,71,68.2,79,67.7,96,59.4,246,64.6,3,100,0
2/05/2018 8:30,74,66,89,66,112,57.7,275,62.6,3,100,0
2/05/2018 8:35,89,68.1,98,67.7,107,57.9,294,64.3,3,100,0
2/05/2018 8:40,85,68.8,85,66.5,104,59.1,274,64.4,3,100,0
2/05/2018 8:45,77,69.9,81,67.2,105,58.6,263,64.6,3,100,0
2/05/2018 8:50,81,68.7,80,65.9,119,58.5,280,63.6,3,100,0
2/05/2018 8:55,68,66.6,88,66.7,79,59.9,235,64.4,3,100,0
2/05/2018 9:00,76,68,81,71,76,61.5,233,66.9,3,100,0
2/05/2018 9:05,64,67.5,69,66.9,82,59.8,215,64.4,3,100,0
2/05/2018 9:10,80,69.2,81,68.6,85,60.9,246,66.1,3,100,0
2/05/2018 9:15,67,72.1,79,70,96,59.5,242,66.4,3,100,0
2/05/2018 9:20,69,67,67,69.3,85,59.6,221,64.9,3,100,0
2/05/2018 9:25,70,68.2,72,70.2,80,60.4,222,66,3,100,0
2/05/2018 9:30,57,64.5,82,68.3,71,61.6,210,65,3,100,0
2/05/2018 9:35,77,66.9,75,66.9,64,62.8,216,65.7,3,100,0
2/05/2018 9:40,61,68.9,72,68.5,79,61.9,212,66.2,3,100,0
2/05/2018 9:45,85,69.3,68,69,62,62,215,67.1,3,100,0
2/05/2018 9:50,71,70.8,86,71.3,68,61.3,225,68.1,3,100,0
2/05/2018 9:55,72,67.8,90,69.1,70,61.3,232,66.3,3,100,0
2/05/2018 10:00,61,69.7,90,66.9,75,61.5,226,65.9,3,100,0
2/05/2018 10:05,66,72.5,75,68.8,64,63.2,205,68.2,3,100,0
2/05/2018 10:10,74,71.6,69,69.1,59,63.2,202,68.3,3,100,0
2/05/2018 10:15,58,72.3,70,70.5,62,61.1,190,68,3,100,0
2/05/2018 10:20,57,73.1,64,69.9,75,61.9,196,67.8,3,100,0
2/05/2018 10:25,50,70.3,56,66.3,59,62.5,165,66.2,3,100,0
2/05/2018 10:30,65,70.2,58,68,50,63.2,173,67.4,3,100,0
2/05/2018 10:35,50,64.6,57,65.5,57,62.4,164,64.1,3,100,0
2/05/2018 10:40,64,69.2,72,66.2,53,62.5,189,66.2,3,100,0
2/05/2018 10:45,41,65.7,68,62.4,66,64.8,175,64.1,3,100,0
2/05/2018 10:50,43,68.3,51,66.7,40,64.5,134,66.6,3,100,0
2/05/2018 10:55,50,65.4,61,67,37,63.3,148,65.5,3,100,0
2/05/2018 11:00,53,68.3,44,69,36,63.1,133,67.1,3,100,0
2/05/2018 11:05,36,70.5,53,66.4,43,62.5,132,66.2,3,100,0
2/05/2018 11:10,46,63.6,58,65.6,47,64.1,151,64.5,3,100,0
2/05/2018 11:15,53,69.4,55,65.2,37,63.7,145,66.4,3,100,0
2/05/2018 11:20,56,68.1,70,66.5,43,63.7,169,66.3,3,100,0
2/05/2018 11:25,49,69.3,57,68.6,56,61.6,162,66.4,3,100,0
2/05/2018 11:30,54,67.4,61,67.2,73,60.8,188,64.8,3,100,0
2/05/2018 11:35,54,71.1,73,71.4,50,61.9,177,68.6,3,100,0
2/05/2018 11:40,57,73.5,54,67.5,43,61.7,154,68.1,3,100,0
2/05/2018 11:45,49,72,73,66.4,56,61.7,178,66.5,3,100,0
2/05/2018 11:50,63,74.4,68,70.7,59,61.7,190,69.1,3,100,0
2/05/2018 11:55,62,68.8,75,73.3,51,61.6,188,68.6,3,100,0
2/05/2018 12:00,59,70.8,54,72.6,44,63.4,157,69.3,3,100,0
2/05/2018 12:05,61,74.7,68,70,61,63,190,69.3,3,100,0
2/05/2018 12:10,57,71.5,78,68.4,50,64.1,185,68.2,3,100,0
2/05/2018 12:15,72,69.8,79,69.6,51,64.5,202,68.4,3,100,0
2/05/2018 12:20,67,68.2,74,67.8,51,64.5,192,67.1,3,100,0
2/05/2018 12:25,55,67,68,67.9,57,63.9,180,66.4,3,100,0
2/05/2018 12:30,57,67,65,69.1,43,63,165,66.8,3,100,0
2/05/2018 12:35,55,68.5,68,69.4,50,62.1,173,67,3,100,0
2/05/2018 12:40,65,70.1,63,69.5,34,62.7,162,68.3,3,100,0
2/05/2018 12:45,43,66.3,61,67.4,49,61.5,153,65.2,3,100,0
2/05/2018 12:50,62,69.9,65,68.1,53,63.6,180,67.4,3,100,0
2/05/2018 12:55,57,66.6,64,71.6,49,62.4,170,67.3,3,100,0
2/05/2018 13:00,45,66.4,55,70,50,62.3,150,66.4,3,100,0
2/05/2018 13:05,41,71.4,63,70.1,41,63.1,145,68.5,3,100,0
2/05/2018 13:10,50,69.7,54,69.4,44,63.5,148,67.7,3,100,0
2/05/2018 13:15,54,72.2,57,72,39,64.2,150,70,3,100,0
2/05/2018 13:20,45,73.2,46,72.4,41,63.7,132,70,3,100,0
2/05/2018 13:25,67,68.8,71,68.2,65,63.9,203,67,3,100,0
2/05/2018 13:30,46,71.2,56,68.9,46,63.9,148,68.1,3,100,0
2/05/2018 13:35,53,68.4,67,68.4,52,63.9,172,67,3,100,0
2/05/2018 13:40,59,69.8,67,68.3,46,65,172,67.9,3,100,0
2/05/2018 13:45,58,66.3,57,68,43,65.1,158,66.6,3,100,0
2/05/2018 13:50,55,64.4,60,66.2,54,63.1,169,64.6,3,100,0
2/05/2018 13:55,55,67.9,63,68.6,45,63.3,163,66.9,3,100,0
2/05/2018 14:00,50,71.5,54,67,49,63.2,153,67.3,3,100,0
2/05/2018 14:05,53,72.4,63,66.3,57,62.2,173,66.8,3,100,0
2/05/2018 14:10,47,74.2,63,63.2,63,61.3,173,65.5,3,100,0
2/05/2018 14:15,56,71.4,69,68.1,56,62.6,181,67.4,3,100,0
2/05/2018 14:20,43,73.3,54,69.9,35,62.6,132,69.1,3,100,0
2/05/2018 14:25,50,70.8,56,68.4,42,61.7,148,67.3,3,100,0
2/05/2018 14:30,55,69.6,58,66.8,38,62.8,151,66.8,3,100,0
2/05/2018 14:35,40,68.1,60,65.9,43,63.7,143,65.9,3,100,0
2/05/2018 14:40,40,69.4,56,63.9,42,63.7,138,65.4,3,100,0
2/05/2018 14:45,45,67.7,60,66.3,56,64.4,161,66,3,100,0
2/05/2018 14:50,49,66.2,56,68.1,31,64.3,136,66.5,3,100,0
2/05/2018 14:55,45,65,66,68.3,43,63.5,154,66,3,100,0
2/05/2018 15:00,53,64,63,68,32,63.2,148,65.5,3,100,0
2/05/2018 15:05,52,68,61,70.5,40,62,153,67.4,3,100,0
2/05/2018 15:10,51,63.5,62,68.9,52,60.2,165,64.5,3,100,0
2/05/2018 15:15,45,63,71,69.6,57,60,173,64.7,3,100,0
2/05/2018 15:20,47,68.6,69,69.1,54,62.5,170,66.9,3,100,0
2/05/2018 15:25,58,68.8,66,69.6,38,63.8,162,68,3,100,0
2/05/2018 15:30,47,67.3,58,64.9,67,63,172,64.8,3,100,0
2/05/2018 15:35,59,66.7,69,67,45,62.7,173,65.8,3,100,0
2/05/2018 15:40,67,69.2,88,69.4,61,64.5,216,68,3,100,0
2/05/2018 15:45,72,71.4,75,70.7,48,64.6,195,69.5,3,100,0
2/05/2018 15:50,58,72.1,68,67.9,49,63.8,175,68.1,3,100,0
2/05/2018 15:55,68,69,85,69,52,64.6,205,67.9,3,100,0
2/05/2018 16:00,67,67.1,59,68.3,51,64.6,177,66.8,3,100,0
2/05/2018 16:05,70,67.8,65,69.8,54,66,189,68,3,100,0
2/05/2018 16:10,57,70.9,72,68.6,42,65.4,171,68.6,3,100,0
2/05/2018 16:15,51,70.5,53,68.5,59,57.1,163,65,3,100,0
2/05/2018 16:20,63,68.9,81,68.5,61,59.4,205,65.9,3,100,0
2/05/2018 16:25,80,71.4,72,71,56,61.7,208,68.6,3,100,0
2/05/2018 16:30,63,69,63,70.9,43,63.7,169,68.4,3,100,0
2/05/2018 16:35,59,71.9,64,71.3,56,65.7,179,69.7,3,100,0
2/05/2018 16:40,63,69.7,69,70.5,41,65.5,173,69,3,100,0
2/05/2018 16:45,65,71.2,82,71.1,45,65.4,192,69.8,3,100,0
2/05/2018 16:50,56,71.6,54,71.9,46,64.3,156,69.6,3,100,0
2/05/2018 16:55,69,70.3,67,72.8,49,64.2,185,69.6,3,100,0
2/05/2018 17:00,52,72.1,55,69.5,30,63.5,137,69.2,3,100,0
2/05/2018 17:05,67,70.8,67,70,58,63,192,68.2,3,100,0
2/05/2018 17:10,60,70.8,68,70.2,55,64.2,183,68.6,3,100,0
2/05/2018 17:15,63,71.4,67,70.3,65,65,195,68.9,3,100,0
2/05/2018 17:20,53,70.5,54,69,51,62.3,158,67.3,3,100,0
2/05/2018 17:25,55,72.9,68,71,56,62.7,179,69,3,100,0
2/05/2018 17:30,53,74.5,50,70.5,56,61.8,159,68.8,3,100,0
2/05/2018 17:35,51,72.2,52,70.3,52,64.6,155,69,3,100,0
2/05/2018 17:40,50,73.7,55,70.9,41,64.2,146,70,3,100,0
2/05/2018 17:45,57,71,52,66.8,47,65.1,156,67.8,3,100,0
2/05/2018 17:50,49,71.2,50,66.8,46,65.6,145,67.9,3,100,0
2/05/2018 17:55,58,70.7,56,67.6,39,61.4,153,67.2,3,100,0
2/05/2018 18:00,56,70.6,62,68.6,44,62.2,162,67.6,3,100,0
2/05/2018 18:05,57,71.8,59,69.2,36,62.7,152,68.6,3,100,0
2/05/2018 18:10,54,71.7,53,69.6,33,62.9,140,68.8,3,100,0
2/05/2018 18:15,57,69.2,55,67.1,37,60.9,149,66.4,3,100,0
2/05/2018 18:20,53,67.4,59,66.3,42,58.6,154,64.6,3,100,0
2/05/2018 18:25,51,67.3,61,66.7,41,60.6,153,65.3,3,100,0
2/05/2018 18:30,58,68.5,50,68.3,38,60.7,146,66.4,3,100,0
2/05/2018 18:35,49,69.6,54,67,38,61.7,141,66.5,3,100,0
2/05/2018 18:40,49,70.3,55,68.2,34,60.7,138,67.1,3,100,0
2/05/2018 18:45,44,72.1,47,69.4,27,60.7,118,68.4,3,100,0
2/05/2018 18:50,47,71.7,43,69,34,61.9,124,68.1,3,100,0
2/05/2018 18:55,47,71.5,54,66.8,37,62.6,138,67.3,3,100,0
2/05/2018 19:00,39,70.3,54,66.8,24,61.7,117,66.9,3,100,0
2/05/2018 19:05,43,68,44,66.8,25,60.2,112,65.8,3,100,0
2/05/2018 19:10,45,68.8,41,66.6,41,61.7,127,65.8,3,100,0
2/05/2018 19:15,51,72.4,52,66.5,40,60.9,143,67,3,100,0
2/05/2018 19:20,39,72.1,49,68.8,26,62.1,114,68.4,3,100,0
2/05/2018 19:25,37,71.2,59,69,42,60.1,138,66.9,3,100,0
2/05/2018 19:30,40,67.9,51,68.2,38,60.8,129,65.9,3,100,0
