5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
9/25/2017 0:00,19,71.9,13,69.7,5,62.7,37,69.9,3,100,0
9/25/2017 0:05,16,71.7,20,69.7,7,62.8,43,69.3,3,100,0
9/25/2017 0:10,11,71.7,13,69.7,7,62.7,31,68.8,3,100,0
9/25/2017 0:15,14,71.9,18,69.9,3,62.8,35,70.1,3,100,0
9/25/2017 0:20,15,71.7,22,70,10,62.9,47,69,3,100,0
9/25/2017 0:25,10,71.9,17,69.8,2,62.5,29,70,3,100,0
9/25/2017 0:30,19,71.6,18,69.8,7,62.6,44,69.4,3,100,0
9/25/2017 0:35,7,71.7,11,69.4,3,62.8,21,69.2,3,100,0
9/25/2017 0:40,10,70.9,9,69.6,5,62.7,24,68.7,3,100,0
9/25/2017 0:45,14,71.4,15,69.8,4,62.6,33,69.6,3,100,0
9/25/2017 0:50,6,71.7,9,69.8,4,62.6,19,68.9,3,100,0
9/25/2017 0:55,3,71.7,9,69.7,2,62.5,14,69.1,3,100,0
9/25/2017 1:00,10,70.2,9,69.8,3,62.7,22,69,3,100,0
9/25/2017 1:05,5,70.9,8,69.8,3,62.6,16,68.8,3,100,0
9/25/2017 1:10,2,71.1,7,69.8,2,62.7,11,68.7,3,100,0
9/25/2017 1:15,5,71.3,9,69.8,5,62.8,19,68.4,3,100,0
9/25/2017 1:20,7,71.4,7,69.7,2,62.8,16,69.6,3,100,0
9/25/2017 1:25,5,71.5,5,69.8,3,62.9,13,68.9,3,100,0
9/25/2017 1:30,5,71.7,9,69.2,0,62.9,14,70.1,3,100,0
9/25/2017 1:35,10,71.7,4,69.2,2,62.9,16,70,3,100,0
9/25/2017 1:40,6,71.2,12,69.4,2,62.9,20,69.3,3,100,0
9/25/2017 1:45,5,71.6,13,68.8,5,62.8,23,68.1,3,100,0
9/25/2017 1:50,3,71.7,7,68.6,0,62.8,10,69.5,3,100,0
9/25/2017 1:55,7,71.8,8,69.1,0,62.8,15,70.4,3,100,0
9/25/2017 2:00,5,72,6,69.3,0,62.8,11,70.5,3,100,0
9/25/2017 2:05,7,72.2,7,69.5,3,62.6,17,69.4,3,100,0
9/25/2017 2:10,4,72.3,11,69.6,2,62.5,17,69.4,3,100,0
9/25/2017 2:15,6,71.4,5,69.6,4,62.3,15,68.4,3,100,0
9/25/2017 2:20,4,71.6,5,69.6,2,62.4,11,69,3,100,0
9/25/2017 2:25,2,71.7,7,69.7,4,62.5,13,67.8,3,100,0
9/25/2017 2:30,6,70.7,8,69.3,4,62.5,18,68.3,3,100,0
9/25/2017 2:35,3,71.4,3,69.4,2,62.6,8,68.5,3,100,0
9/25/2017 2:40,7,71.2,13,69.4,6,62.6,26,68.3,3,100,0
9/25/2017 2:45,8,71.6,6,69.5,2,62.6,16,69.7,3,100,0
9/25/2017 2:50,7,71.8,16,69.6,8,62.8,31,68.3,3,100,0
9/25/2017 2:55,8,71.1,5,69.7,3,62.8,16,69.1,3,100,0
9/25/2017 3:00,3,70.8,6,69.8,5,62.6,14,67.4,3,100,0
9/25/2017 3:05,6,71.4,10,70,6,62.5,22,68.3,3,100,0
9/25/2017 3:10,6,71.7,10,69.9,9,62.5,25,67.7,3,100,0
9/25/2017 3:15,5,70.1,10,69.8,6,62.6,21,67.8,3,100,0
9/25/2017 3:20,6,70.8,6,69.8,5,62.7,17,68.1,3,100,0
9/25/2017 3:25,9,70.9,8,69.7,6,62.6,23,68.3,3,100,0
9/25/2017 3:30,6,71.5,7,69.5,6,62.5,19,67.9,3,100,0
9/25/2017 3:35,7,71.8,12,69.7,8,62.4,27,68.1,3,100,0
9/25/2017 3:40,7,72,17,69.5,4,62.5,28,69.1,3,100,0
9/25/2017 3:45,12,71.3,20,69.7,8,62.5,40,68.7,3,100,0
