5 Minutes,Lane 1 Flow (Veh/5 Minutes),Lane 1 Speed (mph),Lane 2 Flow (Veh/5 Minutes),Lane 2 Speed (mph),Lane 3 Flow (Veh/5 Minutes),Lane 3 Speed (mph),Flow (Veh/5 Minutes),Speed (mph),# Lane Points,% Observed,Holiday
2/12/2018 0:00,6,71.9,15,69.7,4,62.7,25,69.1,3,100,0
2/12/2018 0:05,12,71.9,10,69.7,5,62.7,27,69.4,3,100,0
2/12/2018 0:10,17,71.9,16,69.7,4,62.7,37,70,3,100,0
2/12/2018 0:15,9,71.8,12,69.8,11,62.6,32,67.9,3,100,0
2/12/2018 0:20,4,71.9,10,69.4,6,62.5,20,67.8,3,100,0
2/12/2018 0:25,9,71.7,5,69.6,3,62.6,17,69.5,3,100,0
2/12/2018 0:30,9,71.9,13,69.2,7,62.6,29,68.4,3,100,0
2/12/2018 0:35,10,71.5,16,69.6,2,62.7,28,69.8,3,100,0
2/12/2018 0:40,10,71.7,7,69.9,0,62.7,17,71,3,100,0
2/12/2018 0:45,11,71.7,7,69.8,0,62.7,18,71,3,100,0
2/12/2018 0:50,7,71.5,6,69.7,0,62.7,13,70.7,3,100,0
2/12/2018 0:55,8,71.5,9,69.7,2,62.7,19,69.7,3,100,0
2/12/2018 1:00,7,71.7,9,69.8,3,62.8,19,69.4,3,100,0
2/12/2018 1:05,3,71.8,5,69.7,1,62.5,9,69.6,3,100,0
2/12/2018 1:10,12,71.8,9,70,6,62.7,27,69.2,3,100,0
2/12/2018 1:15,11,71.8,5,69.9,1,62.6,17,70.7,3,100,0
2/12/2018 1:20,7,71.9,4,69.7,0,62.6,11,71.1,3,100,0
2/12/2018 1:25,8,71.9,2,69.7,0,62.6,10,71.5,3,100,0
2/12/2018 1:30,4,71.8,12,69.6,2,62.7,18,69.3,3,100,0
2/12/2018 1:35,8,71.9,15,68.7,5,62.9,28,68.6,3,100,0
2/12/2018 1:40,6,72,3,69.2,1,62.8,10,70.2,3,100,0
2/12/2018 1:45,5,72,3,69.5,1,63.6,9,70.2,3,100,0
2/12/2018 1:50,8,72,6,69.5,0,63.6,14,70.9,3,100,0
2/12/2018 1:55,2,72.1,8,69.1,4,63.2,14,67.8,3,100,0
2/12/2018 2:00,9,72.3,7,69.4,2,63,18,70.1,3,100,0
2/12/2018 2:05,9,72.3,5,69.6,0,63,14,71.3,3,100,0
2/12/2018 2:10,5,72.2,5,69.7,1,62.9,11,70.2,3,100,0
2/12/2018 2:15,1,72.1,5,69.7,0,62.9,6,70.1,3,100,0
2/12/2018 2:20,5,72.2,8,69.8,1,62.9,14,70.2,3,100,0
2/12/2018 2:25,5,71.5,5,69.7,2,62.7,12,69.3,3,100,0
2/12/2018 2:30,5,71.5,9,69.4,3,62.6,17,68.8,3,100,0
2/12/2018 2:35,3,71.7,5,69.5,7,62.8,15,66.8,3,100,0
2/12/2018 2:40,4,70.6,11,69.6,6,62.9,21,67.9,3,100,0
2/12/2018 2:45,10,71.5,16,69.8,3,62.9,29,69.7,3,100,0
2/12/2018 2:50,10,71.9,12,69.8,3,62.9,25,69.8,3,100,0
2/12/2018 2:55,8,71.4,8,70,3,62.8,19,69.5,3,100,0
2/12/2018 3:00,2,71.7,8,69.8,6,62.7,16,67.4,3,100,0
2/12/2018 3:05,4,71.9,14,69.8,9,62.7,27,67.7,3,100,0
2/12/2018 3:10,6,72,4,69.8,6,62.6,16,67.9,3,100,0
2/12/2018 3:15,7,72,6,69.6,4,62.7,17,69,3,100,0
2/12/2018 3:20,9,71.6,9,69.4,6,62.7,24,68.6,3,100,0
2/12/2018 3:25,9,71.7,11,69.6,4,62.7,24,69.2,3,100,0
2/12/2018 3:30,6,71.4,15,69.9,13,62.7,34,67.4,3,100,0
2/12/2018 3:35,17,72.3,12,69.9,13,62.7,42,68.6,3,100,0
2/12/2018 3:40,7,71.4,14,69.9,7,62.8,28,68.5,3,100,0
2/12/2018 3:45,12,71.9,11,69.7,7,62.7,30,68.9,3,100,0
2/12/2018 3:50,9,72.2,18,68.7,11,62.6,38,67.8,3,100,0
2/12/2018 3:55,15,72.6,12,69.2,9,62.4,36,68.9,3,100,0
2/12/2018 4:00,7,72.1,16,69.3,13,62.5,36,67.4,3,100,0
2/12/2018 4:05,9,71.4,24,69.6,19,62.3,52,67.2,3,100,0
2/12/2018 4:10,8,71.9,25,68.2,20,62.7,53,66.7,3,100,0
2/12/2018 4:15,6,72,24,68,10,62.9,40,67.3,3,100,0
2/12/2018 4:20,13,71.7,30,69.1,33,63.4,76,67.1,3,100,0
2/12/2018 4:25,15,71.4,25,68.3,25,63.8,65,67.3,3,100,0
2/12/2018 4:30,19,71.9,27,69.4,28,63.8,74,67.9,3,100,0
2/12/2018 4:35,18,70.2,32,69,23,63.8,73,67.7,3,100,0
2/12/2018 4:40,18,71.6,43,70.2,47,63.9,108,67.7,3,100,0
2/12/2018 4:45,14,72,49,70.6,43,64.6,106,68.4,3,100,0
2/12/2018 4:50,23,73.1,39,69,49,65.5,111,68.3,3,100,0
2/12/2018 4:55,14,72.9,47,70,57,66.2,118,68.5,3,100,0
2/12/2018 5:00,26,73.4,47,72.1,50,66,123,69.9,3,100,0
2/12/2018 5:05,16,72.6,52,72.8,44,65.1,112,69.7,3,100,0
2/12/2018 5:10,31,68.8,56,70.7,56,65,143,68.1,3,100,0
2/12/2018 5:15,40,70.9,49,70.3,78,64.3,167,67.6,3,100,0
2/12/2018 5:20,28,71.4,49,70.9,76,64,153,67.6,3,100,0
2/12/2018 5:25,23,72.5,57,66.6,87,63.4,167,65.7,3,100,0
2/12/2018 5:30,25,72.6,50,70.3,79,63.6,154,67.2,3,100,0
2/12/2018 5:35,33,73.6,55,72.1,88,62.6,176,67.6,3,100,0
2/12/2018 5:40,42,71.6,76,71.1,78,61.5,196,67.4,3,100,0
2/12/2018 5:45,54,74.1,61,70.1,105,62.3,220,67.4,3,100,0
2/12/2018 5:50,45,72.1,65,71.1,85,62.9,195,67.8,3,100,0
2/12/2018 5:55,42,71.6,70,71.1,91,63.2,203,67.7,3,100,0
2/12/2018 6:00,38,73.8,57,72,84,60.2,179,66.8,3,100,0
2/12/2018 6:05,46,70.5,60,72.2,86,60.5,192,66.6,3,100,0
2/12/2018 6:10,41,71,78,69.9,103,58.1,222,64.6,3,100,0
2/12/2018 6:15,22,71.6,57,68.3,96,57.5,175,62.8,3,100,0
2/12/2018 6:20,50,71.8,68,66.8,120,56.3,238,62.6,3,100,0
2/12/2018 6:25,36,72.7,60,70.7,92,55.7,188,63.7,3,100,0
2/12/2018 6:30,37,70.9,76,69.7,103,56.7,216,63.7,3,100,0
2/12/2018 6:35,40,72.6,66,69.5,97,57.2,203,64.2,3,100,0
2/12/2018 6:40,50,70.9,82,70.6,100,57.3,232,64.9,3,100,0
2/12/2018 6:45,42,67.6,74,67.8,114,58.2,230,63,3,100,0
2/12/2018 6:50,51,70.4,78,66.6,124,57.5,253,62.9,3,100,0
2/12/2018 6:55,58,70.5,78,68,88,58.5,224,64.9,3,100,0
2/12/2018 7:00,58,73,80,65.6,116,58.1,254,63.9,3,100,0
2/12/2018 7:05,44,74.1,73,66.2,103,59,220,64.4,3,100,0
2/12/2018 7:10,52,68.5,96,66.8,125,59.1,273,63.6,3,100,0
2/12/2018 7:15,51,71.9,66,67.6,103,59.3,220,64.7,3,100,0
2/12/2018 7:20,60,73.7,83,67.5,127,58.1,270,64.5,3,100,0
2/12/2018 7:25,58,71.3,88,68,126,58.3,272,64.2,3,100,0
2/12/2018 7:30,62,73.3,70,68.8,102,59.3,234,65.9,3,100,0
2/12/2018 7:35,62,72.5,81,67.4,123,57.9,266,64.2,3,100,0
2/12/2018 7:40,66,72.5,76,67.6,111,59,253,65.1,3,100,0
2/12/2018 7:45,68,71.1,81,69.5,103,58.5,252,65.4,3,100,0
2/12/2018 7:50,75,69.7,105,68.4,132,57.8,312,64.2,3,100,0
2/12/2018 7:55,68,70.3,88,65.8,126,56.3,282,62.6,3,100,0
